"customer_id","staff_id","sum"
432,1,52.90
433,1,64.87
433,2,48.90
434,2,79.85
434,1,42.89
435,1,54.85
435,2,23.92
436,1,51.89
436,2,74.84
437,2,59.87
437,1,25.93
438,1,48.89
438,2,72.81
439,1,57.83
439,2,79.84
440,1,46.89
440,2,36.90
441,2,58.84
441,1,48.89
442,1,52.85
442,2,51.86
443,1,52.88
443,2,40.91
444,2,65.84
444,1,39.88
445,1,59.87
445,2,36.89
446,1,47.88
446,2,61.84
447,2,47.87
447,1,61.86
448,2,76.83
448,1,50.90
449,2,49.90
449,1,30.93
450,1,53.85
450,2,31.90
451,2,58.86
451,1,62.84
452,2,52.88
452,1,46.83
453,1,48.89
453,2,62.88
454,1,53.87
454,2,89.81
455,1,47.88
455,2,37.90
456,2,31.91
456,1,63.85
457,1,64.82
457,2,41.91
458,1,17.94
458,2,48.87
459,1,108.78
459,2,74.85
460,1,46.90
460,2,50.89
461,2,56.83
461,1,33.90
462,2,54.90
462,1,97.79
463,2,45.91
463,1,43.85
464,2,21.94
464,1,45.92
465,2,24.94
465,1,43.90
466,1,62.88
466,2,38.90
467,2,66.87
467,1,67.85
468,1,68.83
468,2,85.83
469,2,61.84
469,1,96.81
470,2,67.87
470,1,89.82
471,1,63.85
471,2,42.89
472,1,62.86
472,2,68.88
473,1,35.88
473,2,86.81
474,2,38.90
474,1,53.85
475,2,32.93
475,1,64.85
476,1,44.88
476,2,42.92
477,1,45.91
477,2,60.88
478,2,47.90
478,1,38.91
479,1,39.89
479,2,94.82
480,2,57.88
480,1,25.93
481,2,52.86
481,1,56.86
482,2,85.82
482,1,39.92
483,1,48.92
483,2,32.91
484,1,57.87
484,2,70.86
485,2,57.86
485,1,54.86
486,2,59.86
486,1,40.91
487,2,52.86
487,1,66.88
488,2,65.86
488,1,29.92
489,2,40.92
489,1,50.89
490,2,51.89
490,1,53.89
491,2,70.86
491,1,49.89
492,1,24.94
492,2,37.91
493,2,42.92
493,1,61.86
494,2,94.81
494,1,40.89
495,1,60.88
495,2,49.88
496,1,50.88
496,2,31.93
497,1,65.85
497,2,55.88
498,1,62.84
498,2,19.92
499,2,47.87
499,1,72.84
500,2,52.88
500,1,43.87
501,1,37.91
501,2,48.90
502,1,69.83
502,2,60.87
503,2,43.88
503,1,55.84
504,1,56.89
504,2,60.86
505,1,44.89
505,2,46.92
506,1,47.89
506,2,75.83
507,1,42.89
507,2,46.88
508,2,75.86
508,1,45.91
509,2,40.90
509,1,45.92
510,1,39.91
510,2,62.86
511,2,38.92
511,1,53.86
512,2,61.88
512,1,53.86
513,2,73.85
513,1,69.85
514,1,41.87
514,2,27.92
515,1,37.93
515,2,72.81
516,1,53.86
516,2,38.90
517,2,48.87
517,1,51.89
518,1,46.89
518,2,61.86
519,2,67.85
519,1,31.93
520,2,48.89
520,1,78.80
521,2,50.86
521,1,29.91
522,1,58.88
522,2,102.80
523,2,30.91
523,1,56.89
524,1,32.93
524,2,48.90
525,2,40.92
525,1,27.90
526,1,106.80
526,2,101.78
527,2,17.93
527,1,63.83
528,1,43.90
528,2,49.90
529,1,46.89
529,2,68.83
530,2,33.90
530,1,41.88
531,1,45.92
531,2,64.85
532,2,80.83
532,1,68.86
533,2,49.88
533,1,82.82
534,2,45.88
534,1,35.90
535,2,51.90
535,1,70.82
536,1,74.85
536,2,34.92
537,2,47.89
537,1,50.87
538,2,52.89
538,1,56.84
539,2,57.88
539,1,26.92
540,1,38.92
540,2,73.84
541,1,50.90
541,2,44.88
542,2,50.91
542,1,33.93
543,2,46.90
543,1,26.90
544,1,50.87
544,2,41.93
545,2,45.91
545,1,38.90
546,1,52.86
546,2,41.90
547,2,50.89
547,1,36.91
548,1,32.92
548,2,30.92
549,1,17.95
549,2,44.89
550,1,86.82
550,2,64.87
551,1,23.91
551,2,51.88
552,2,56.87
552,1,32.93
553,1,49.90
553,2,52.87
554,1,56.87
554,2,38.93
555,1,32.92
555,2,41.91
556,2,40.90
556,1,31.92
557,1,26.88
557,2,36.90
558,1,51.85
558,2,83.87
559,2,40.89
559,1,69.83
560,2,61.87
560,1,67.84
561,2,31.91
561,1,54.84
562,2,56.87
562,1,40.91
563,1,27.90
563,2,71.83
564,2,63.85
564,1,18.93
565,2,55.89
565,1,62.84
566,2,70.84
566,1,59.84
567,2,47.88
567,1,37.92
568,2,37.88
568,1,28.91
569,2,51.85
569,1,61.88
570,2,58.86
570,1,32.89
571,1,65.87
571,2,41.91
572,1,55.85
572,2,44.91
573,2,58.89
573,1,58.83
574,1,84.79
574,2,23.94
575,1,40.91
575,2,68.85
576,1,67.83
576,2,67.85
577,1,50.90
577,2,60.84
578,2,50.90
578,1,44.89
579,1,39.88
579,2,71.85
580,1,58.87
580,2,39.87
581,2,48.87
581,1,48.88
582,1,59.86
582,2,52.90
583,2,67.88
583,1,49.89
584,2,77.84
584,1,36.89
585,1,56.89
585,2,60.87
586,2,28.91
586,1,21.92
587,2,77.83
587,1,24.93
588,2,57.87
588,1,49.86
589,1,54.89
589,2,63.86
590,2,50.88
590,1,57.88
591,1,79.84
591,2,54.89
592,1,70.84
592,2,40.87
593,2,51.87
593,1,49.89
594,1,67.87
594,2,40.90
595,1,66.84
595,2,43.87
596,1,44.85
596,2,28.93
597,1,49.86
597,2,37.91
598,1,43.90
598,2,39.88
599,1,28.92
599,2,49.90
